1,ХљРђ27ФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Сж3Х\Б@ФNЧоБi5НќКKЛЙБjБCТjПЧХ РlМыБCСНФNЧоЛyВ—ХљЛѕФNЧо(КOНСРlБ\УЅМfБjБ|ТђТЪБEОЪУЩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) УъЦ{РlБEКOНСРlВћХ БuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) Ц≥НСР–ЛyВ—НСЦЉБuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,СНРФБiТjПЧХ Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ПЧ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ОsЛжТђСЇГRБ[Гh,ТђТЪОЪГRБ[Гh,ТnИжОѓХ Ф‘НЖ,ФйУљПИЧЭ,ФйУљРжПоХс,НЗОZТnИж,УsУєХ{МІЦЉ,ОsЛжТђСЇЦЉ,СеОЪБEТђЦЉ,ОЪБEТЪЦЏЦЉ,СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2)
2077,"44211","1340","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђУиЦ{","",202,1,6,5,11,5,4,2,7,6,11,16,27,16,19,15,21,15,11,2,2,-,-,11500,57.4306930693,12,105,85,51,15,-,109,1,5,3,6,3,4,1,1,4,6,10,15,12,10,7,8,4,6,1,2,-,-,5915,54.7660550459,9,62,38,21,9,-,93,-,1,2,5,2,-,1,6,2,5,6,12,4,9,8,13,11,5,1,-,-,-,5585,60.5537634409,3,43,47,30,6,-
2078,"44211","1350","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђУММbЧ«","",67,-,1,2,3,2,1,2,1,4,2,2,4,7,5,7,9,8,5,1,1,-,-,4080,61.3955223881,3,28,36,24,7,-,30,-,-,1,1,1,-,2,-,2,1,1,2,4,-,4,4,4,1,1,1,-,-,1851,62.2000000000,1,14,15,11,3,-,37,-,1,1,2,1,1,-,1,2,1,1,2,3,5,3,5,4,4,-,-,-,-,2229,60.7432432432,2,14,21,13,4,-
2079,"44211","1360","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђФцЧІ","",156,3,2,3,5,2,5,5,3,7,4,9,14,22,14,10,15,16,15,2,-,-,-,9349,60.4294871795,8,76,72,48,17,3,67,2,-,-,-,-,2,1,-,3,3,6,6,12,8,5,6,6,6,1,-,-,-,4226,63.5746268657,2,33,32,19,7,-,89,1,2,3,5,2,3,4,3,4,1,3,8,10,6,5,9,10,9,1,-,-,-,5123,58.0617977528,6,43,40,29,10,3
2080,"44211","1370","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђПЉЦ{","",128,5,1,1,2,2,6,5,2,3,8,9,14,13,9,12,12,13,9,2,-,-,-,7473,58.8828125000,7,64,57,36,11,-,63,1,-,1,-,1,3,4,2,1,4,4,7,8,3,6,6,7,4,1,-,-,-,3751,60.0396825397,2,34,27,18,5,-,65,4,1,-,2,1,3,1,-,2,4,5,7,5,6,6,6,6,5,1,-,-,-,3722,57.7615384615,5,30,30,18,6,-
2081,"44211","1380","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђШZШYКџ","",158,6,7,5,5,2,2,4,7,7,8,10,12,8,14,17,6,23,8,6,1,-,-,8933,57.0379746835,18,65,75,44,15,-,72,3,5,3,2,1,-,2,4,3,6,2,7,5,5,8,2,9,4,1,-,-,-,3809,53.4027777778,11,32,29,16,5,-,86,3,2,2,3,1,2,2,3,4,2,8,5,3,9,9,4,14,4,5,1,-,-,5124,60.0813953488,7,33,46,28,10,-
2082,"44211","1390","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРмНи","",56,1,-,-,-,1,3,-,4,-,1,4,11,8,5,3,5,7,2,-,-,1,-,3427,61.6964285714,1,32,23,15,3,-,32,-,-,-,-,-,2,-,3,-,-,1,5,7,3,3,1,5,1,-,-,1,-,2031,63.9687500000,-,18,14,8,2,-,24,1,-,-,-,1,1,-,1,-,1,3,6,1,2,-,4,2,1,-,-,-,-,1396,58.6666666667,1,14,9,7,1,-
2083,"44211","1400","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђФ¬Пк","",121,4,2,2,1,-,3,5,5,6,4,2,13,12,21,9,5,14,11,2,-,-,-,7265,60.5413223140,8,51,62,32,13,-,59,3,-,-,1,-,1,2,3,2,2,1,6,7,11,4,3,5,8,-,-,-,-,3594,61.4152542373,3,25,31,16,8,-,62,1,2,2,-,-,2,3,2,4,2,1,7,5,10,5,2,9,3,2,-,-,-,3671,59.7096774194,5,26,31,16,5,-
2084,"44211","1410","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђМ№ШYКџ","",57,-,-,1,1,-,-,3,-,4,2,-,2,4,9,5,16,7,1,2,-,-,-,3780,66.8157894737,1,16,40,26,3,-,31,-,-,1,1,-,-,2,-,4,1,-,-,2,6,1,8,4,1,-,-,-,-,1930,62.7580645161,1,10,20,13,1,-,26,-,-,-,-,-,-,1,-,-,1,-,2,2,3,4,8,3,-,2,-,-,-,1850,71.6538461538,-,6,20,13,2,-
2085,"44211","1420","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђОбЧ—","",39,-,-,-,-,3,1,1,3,-,2,1,2,7,2,6,4,2,2,2,1,-,-,2429,62.7820512821,-,20,19,11,5,-,18,-,-,-,-,2,-,-,3,-,-,1,-,5,1,2,1,-,1,1,1,-,-,1084,60.7222222222,-,11,7,4,3,-,21,-,-,-,-,1,1,1,-,-,2,-,2,2,1,4,3,2,1,1,-,-,-,1345,64.5476190476,-,9,12,7,2,-
2086,"44211","1430","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђУмФ®","",89,-,1,-,1,-,-,3,4,2,2,6,4,8,12,16,8,7,9,4,1,1,-,5975,67.6348314607,1,30,58,30,15,-,46,-,-,-,1,-,-,2,3,-,1,3,1,6,5,7,5,4,5,2,1,-,-,3084,67.5434782609,-,17,29,17,8,-,43,-,1,-,-,-,-,1,1,2,1,3,3,2,7,9,3,3,4,2,-,1,-,2891,67.7325581395,1,13,29,13,7,-
2087,"44211","1440","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђУМТ≈ЙЃ","",82,2,1,-,2,4,2,1,-,2,9,6,8,4,11,4,10,10,5,-,1,-,-,4883,60.0487804878,3,38,41,26,6,-,39,1,-,-,1,1,1,1,-,1,6,3,3,1,6,1,7,3,3,-,-,-,-,2326,60.1410256410,1,18,20,13,3,-,43,1,1,-,1,3,1,-,-,1,3,3,5,3,5,3,3,7,2,-,1,-,-,2557,59.9651162791,2,20,21,13,3,-
2088,"44211","1450","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђКЮШU","",78,2,-,2,1,2,8,1,3,2,2,3,7,7,5,8,7,7,8,3,-,-,-,4604,59.5256410256,4,36,38,25,11,14,29,2,-,2,-,-,-,-,1,1,1,2,3,3,3,5,2,-,3,1,-,-,-,1674,58.2241379310,4,11,14,6,4,1,49,-,-,-,1,2,8,1,2,1,1,1,4,4,2,3,5,7,5,2,-,-,-,2930,60.2959183673,-,25,24,19,7,13
2089,"44211","1460","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@Тђв£ГmМы","",128,1,2,1,2,3,2,6,4,1,1,8,10,15,26,8,11,11,13,1,1,1,-,8039,63.3046875000,4,52,72,38,16,-,57,-,1,1,-,1,-,3,2,-,1,3,5,6,15,5,6,3,4,-,1,-,-,3588,63.4473684211,2,21,34,14,5,-,71,1,1,-,2,2,2,3,2,1,-,5,5,9,11,3,5,8,9,1,-,1,-,4451,63.1901408451,2,31,38,24,11,-
2090,"44211","1470","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЙЇУаЙЌЦм","",33,-,-,-,-,-,1,2,-,-,-,-,2,6,5,3,2,7,3,2,-,-,-,2297,70.1060606061,-,11,22,14,5,-,13,-,-,-,-,-,1,1,-,-,-,-,1,2,3,-,1,2,2,-,-,-,-,851,65.9615384615,-,5,8,5,2,-,20,-,-,-,-,-,-,1,-,-,-,-,1,4,2,3,1,5,1,2,-,-,-,1446,72.8000000000,-,6,14,9,3,-
2091,"44211","1480","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЦоФ®","",139,3,5,8,4,2,7,3,5,7,9,7,7,14,5,11,11,15,12,3,1,-,-,7710,55.9676258993,16,65,58,42,16,1,59,1,4,1,2,1,4,1,2,2,5,3,3,6,2,4,6,4,6,2,-,-,-,3253,55.6355932203,6,29,24,18,8,1,80,2,1,7,2,1,3,2,3,5,4,4,4,8,3,7,5,11,6,1,1,-,-,4457,56.2125000000,10,36,34,24,8,-
2092,"44211","1490","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђПMФ¬","",21,-,2,2,4,1,-,-,-,1,3,-,-,-,1,2,3,2,-,-,-,-,-,913,43.9761904762,4,9,8,5,-,-,11,-,1,1,4,1,-,-,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,345,31.8636363636,2,7,2,1,-,-,10,-,1,1,-,-,-,-,-,1,1,-,-,-,1,1,2,2,-,-,-,-,-,568,57.3000000000,2,2,6,4,-,-
2093,"44211","1500","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђХљОR","",34,-,-,2,2,2,2,2,1,1,2,5,3,2,3,-,4,1,-,2,-,-,-,1716,50.9705882353,2,22,10,7,2,-,15,-,-,2,-,1,-,2,1,-,-,3,1,1,2,-,1,-,-,1,-,-,-,720,48.5000000000,2,9,4,2,1,-,19,-,-,-,2,1,2,-,-,1,2,2,2,1,1,-,3,1,-,1,-,-,-,996,52.9210526316,-,13,6,5,1,-
2094,"44211","1510","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђШ≈ЦЎ","",18,-,-,-,1,1,2,-,-,-,2,1,1,2,1,1,3,1,2,-,-,-,-,1038,58.1666666667,-,10,8,6,2,-,10,-,-,-,1,-,1,-,-,-,1,1,-,2,1,1,1,-,1,-,-,-,-,568,57.3000000000,-,6,4,2,1,-,8,-,-,-,-,1,1,-,-,-,1,-,1,-,-,-,2,1,1,-,-,-,-,470,59.2500000000,-,4,4,4,1,-
2095,"44211","1520","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРVКL","",28,-,-,-,-,-,-,1,1,1,-,2,1,5,5,1,1,6,4,-,-,-,-,1904,68.5000000000,-,11,17,11,4,-,11,-,-,-,-,-,-,-,1,1,-,1,1,1,3,-,-,2,1,-,-,-,-,700,64.1363636364,-,5,6,3,1,-,17,-,-,-,-,-,-,1,-,-,-,1,-,4,2,1,1,4,3,-,-,-,-,1204,71.3235294118,-,6,11,8,3,-
2096,"44211","1530","2","НЗОZТnИжВ†Ви","","1560","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРмТк","",26,-,-,-,3,1,-,-,-,2,-,1,3,-,2,4,5,2,1,1,1,-,-,1622,62.8846153846,-,10,16,10,3,-,9,-,-,-,1,-,-,-,-,2,-,-,1,-,1,1,2,-,-,1,-,-,-,547,61.2777777778,-,4,5,3,1,-,17,-,-,-,2,1,-,-,-,-,-,1,2,-,1,3,3,2,1,-,1,-,-,1075,63.7352941176,-,6,11,7,2,-
2097,"44211","1540","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЛЂГmТЎ","",29,2,-,-,2,3,3,-,2,-,3,2,2,2,2,2,2,1,-,1,-,-,-,1328,46.2931034483,2,19,8,4,1,-,15,2,-,-,1,1,1,-,2,-,1,1,1,1,1,1,1,1,-,-,-,-,-,647,43.6333333333,2,9,4,2,-,-,14,-,-,-,1,2,2,-,-,-,2,1,1,1,1,1,1,-,-,1,-,-,-,681,49.1428571429,-,10,4,2,1,-
2098,"44211","1550","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђФ‘ЦЎ","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2099,"44211","1560","2","ФйУљТnИж","1530","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђСЇХФ","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2100,"44211","1570","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЬAШA","",43,-,-,1,1,2,1,1,1,1,1,6,2,5,1,1,6,4,8,1,-,-,-,2716,63.6627906977,1,21,21,19,9,1,19,-,-,-,-,2,1,1,1,-,1,3,1,3,-,1,1,1,3,-,-,-,-,1074,57.0263157895,-,13,6,5,3,-,24,-,-,1,1,-,-,-,-,1,-,3,1,2,1,-,5,3,5,1,-,-,-,1642,68.9166666667,1,8,15,14,6,1
2101,"44211","1580","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРЕО‘","",35,-,-,-,-,-,-,1,-,2,3,1,3,3,7,4,2,6,3,-,-,-,-,2315,66.6428571429,-,13,22,11,3,-,18,-,-,-,-,-,-,1,-,2,1,1,2,1,4,3,1,1,1,-,-,-,-,1117,62.5555555556,-,8,10,3,1,-,17,-,-,-,-,-,-,-,-,-,2,-,1,2,3,1,1,5,2,-,-,-,-,1198,70.9705882353,-,5,12,8,2,-
2102,"44211","1590","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђПфРќ","",39,-,-,-,2,3,2,-,1,-,2,2,4,5,5,1,2,5,3,1,1,-,-,2347,60.6794871795,-,21,18,12,5,-,17,-,-,-,1,1,2,-,-,-,1,-,3,1,3,1,-,3,-,-,1,-,-,989,58.6764705882,-,9,8,4,1,-,22,-,-,-,1,2,-,-,1,-,1,2,1,4,2,-,2,2,3,1,-,-,-,1358,62.2272727273,-,12,10,8,4,-
2103,"44211","1600","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђПгУаЙЌЦм","",55,-,2,5,2,1,1,1,1,1,1,3,8,6,2,5,7,2,3,4,-,-,-,3145,57.6818181818,7,25,23,16,7,-,25,-,2,2,1,1,1,-,1,-,1,1,5,2,2,2,3,-,-,1,-,-,-,1259,50.8600000000,4,13,8,4,1,-,30,-,-,3,1,-,-,1,-,1,-,2,3,4,-,3,4,2,3,3,-,-,-,1886,63.3666666667,3,12,15,12,6,-
2104,"44211","1610","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђК¶РЕ","",120,3,5,5,5,4,5,5,3,3,7,6,13,11,14,10,5,7,5,2,2,-,-,6283,52.8583333333,13,62,45,21,9,1,53,1,5,2,1,-,3,3,1,1,3,3,6,6,5,7,3,2,1,-,-,-,-,2643,50.3679245283,8,27,18,6,1,-,67,2,-,3,4,4,2,2,2,2,4,3,7,5,9,3,2,5,4,2,2,-,-,3640,54.8283582090,5,35,27,15,8,1
2105,"44211","1620","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђОRГmМы","",38,-,-,3,2,2,-,-,-,3,5,1,2,-,4,7,5,4,-,-,-,-,-,2136,56.7105263158,3,15,20,9,-,-,17,-,-,-,1,1,-,-,-,1,3,1,1,-,1,3,2,3,-,-,-,-,-,1017,60.3235294118,-,8,9,5,-,-,21,-,-,3,1,1,-,-,-,2,2,-,1,-,3,4,3,1,-,-,-,-,-,1119,53.7857142857,3,7,11,4,-,-
2106,"44211","1630","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђХЯЛMЦм","",20,-,-,-,-,-,-,-,1,-,1,-,-,1,4,2,4,4,1,2,-,-,-,1450,73.0000000000,-,3,17,11,3,-,11,-,-,-,-,-,-,-,1,-,1,-,-,-,3,1,2,2,-,1,-,-,-,756,69.2272727273,-,2,9,5,1,-,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,1,1,-,-,-,694,77.6111111111,-,1,8,6,2,-
2107,"44211","1640","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђМ≥","",23,-,-,-,-,-,-,1,1,-,-,-,-,4,4,3,1,3,4,2,-,-,-,1650,72.2391304348,-,6,17,10,6,-,13,-,-,-,-,-,-,1,1,-,-,-,-,3,2,1,1,-,2,2,-,-,-,893,69.1923076923,-,5,8,5,4,-,10,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,3,2,-,-,-,-,757,76.2000000000,-,1,9,5,2,-
2108,"44211","1650","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђТ“","",40,3,3,3,-,-,1,3,4,4,1,3,1,2,5,1,3,2,1,-,-,-,-,1759,44.4750000000,9,19,12,6,1,-,17,2,1,1,-,-,1,3,2,1,-,2,1,-,1,1,1,-,-,-,-,-,-,632,37.6764705882,4,10,3,1,-,-,23,1,2,2,-,-,-,-,2,3,1,1,-,2,4,-,2,2,1,-,-,-,-,1127,49.5000000000,5,9,9,5,1,-
2109,"44211","1660","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђУcГmМы","",23,-,-,1,4,-,-,-,-,1,-,1,2,7,1,-,2,2,2,-,-,-,-,1276,55.9782608696,1,15,7,6,2,-,9,-,-,1,1,-,-,-,-,1,-,-,1,4,-,-,-,1,-,-,-,-,-,463,51.9444444444,1,7,1,1,-,-,14,-,-,-,3,-,-,-,-,-,-,1,1,3,1,-,2,1,2,-,-,-,-,813,58.5714285714,-,8,6,5,2,-
2110,"44211","1670","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђНPПЉ","",38,-,1,1,-,-,1,2,2,-,-,-,2,7,5,3,1,6,7,-,-,-,-,2451,65.0000000000,2,14,22,14,7,-,16,-,1,1,-,-,1,1,1,-,-,-,1,2,2,1,1,2,2,-,-,-,-,914,57.6250000000,2,6,8,5,2,-,22,-,-,-,-,-,-,1,1,-,-,-,1,5,3,2,-,4,5,-,-,-,-,1537,70.3636363636,-,8,14,9,5,-
2111,"44211","1680","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђСеШ≈","",189,6,14,18,8,4,4,10,13,20,13,7,10,11,11,9,13,12,6,-,-,-,-,8419,45.0449735450,38,100,51,31,6,-,96,3,7,11,6,2,2,4,6,9,7,4,5,3,8,4,4,7,4,-,-,-,-,4182,44.0625000000,21,48,27,15,4,-,93,3,7,7,2,2,2,6,7,11,6,3,5,8,3,5,9,5,2,-,-,-,-,4237,46.0591397849,17,52,24,16,2,-
2112,"44211","1690","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЧіЙ§","",80,1,1,1,1,3,-,3,-,4,4,4,2,8,14,7,13,8,3,3,-,-,-,5018,63.2250000000,3,29,48,27,6,-,31,-,1,-,-,1,-,2,-,1,3,2,-,4,4,4,4,2,2,1,-,-,-,1923,62.5322580645,1,13,17,9,3,-,49,1,-,1,1,2,-,1,-,3,1,2,2,4,10,3,9,6,1,2,-,-,-,3095,63.6632653061,2,16,31,18,3,-
2113,"44211","1700","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђТєЙz","",154,4,3,5,2,4,4,5,3,7,4,12,12,16,17,13,14,19,7,3,-,-,-,8931,58.4935064935,12,69,73,43,10,-,74,1,-,2,1,1,3,3,2,3,3,4,7,11,7,6,5,8,5,2,-,-,-,4409,60.0810810811,3,38,33,20,7,-,80,3,3,3,1,3,1,2,1,4,1,8,5,5,10,7,9,11,2,1,-,-,-,4522,57.0250000000,9,31,40,23,3,-
2114,"44211","1710","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЦмОR","",63,1,-,2,5,-,2,1,1,2,6,3,4,4,4,6,8,11,3,-,-,-,-,3715,59.4682539683,3,28,32,22,3,-,30,-,-,1,1,-,2,1,-,2,3,2,2,1,1,5,1,6,2,-,-,-,-,1789,60.1333333333,1,14,15,9,2,-,33,1,-,1,4,-,-,-,1,-,3,1,2,3,3,1,7,5,1,-,-,-,-,1926,58.8636363636,2,14,17,13,1,-
2115,"44211","1720","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРX","",53,-,-,1,1,1,5,3,-,2,-,5,6,7,2,3,7,2,5,3,-,-,-,3173,60.3679245283,1,30,22,17,8,-,24,-,-,1,-,1,3,-,-,2,-,2,3,4,1,1,3,1,2,-,-,-,-,1356,57.0000000000,1,15,8,6,2,-,29,-,-,-,1,-,2,3,-,-,-,3,3,3,1,2,4,1,3,3,-,-,-,1817,63.1551724138,-,15,14,11,6,-
2116,"44211","1730","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђН°Ид","",36,-,1,1,3,2,-,-,1,4,3,2,2,3,2,7,3,1,1,-,-,-,-,1908,53.5000000000,2,20,14,5,1,-,13,-,-,1,1,-,-,-,-,-,2,1,1,-,2,2,2,1,-,-,-,-,-,748,58.0384615385,1,5,7,3,-,-,23,-,1,-,2,2,-,-,1,4,1,1,1,3,-,5,1,-,1,-,-,-,-,1160,50.9347826087,1,15,7,2,1,-
2117,"44211","1740","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђСе","",87,-,2,2,2,1,7,1,4,5,6,3,8,7,7,11,3,6,6,5,1,-,-,5079,58.8793103448,4,44,39,21,12,-,41,-,1,-,1,1,5,1,2,3,2,2,5,4,3,3,3,2,2,1,-,-,-,2228,54.8414634146,1,26,14,8,3,-,46,-,1,2,1,-,2,-,2,2,4,1,3,3,4,8,-,4,4,4,1,-,-,2851,62.4782608696,3,18,25,13,9,-
2118,"44211","1750","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђРЉе”","",38,2,2,2,-,1,1,5,1,-,-,3,1,-,3,3,4,6,4,-,-,-,-,2066,54.8684210526,6,12,20,14,4,-,15,1,-,1,-,1,-,2,1,-,-,1,1,-,1,1,3,1,1,-,-,-,-,784,52.7666666667,2,6,7,5,1,-,23,1,2,1,-,-,1,3,-,-,-,2,-,-,2,2,1,5,3,-,-,-,-,1282,56.2391304348,4,6,13,9,3,-
2119,"44211","1760","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђЧLУњМі","",15,-,-,-,-,-,-,-,-,2,1,1,2,3,1,-,1,2,2,-,-,-,-,965,64.8333333333,-,9,6,5,2,-,7,-,-,-,-,-,-,-,-,1,1,1,1,2,1,-,-,-,-,-,-,-,-,391,56.3571428571,-,6,1,-,-,-,8,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,2,2,-,-,-,-,574,72.2500000000,-,3,5,5,2,-
2120,"44211","1770","2","","","","СеХ™МІ","ЙFН≤Оs","ИјРSЙ@ТђТЖОR","",121,2,3,2,4,3,4,2,5,3,4,5,14,12,12,9,12,9,12,4,-,-,-,7181,59.8471074380,7,56,58,37,16,-,57,1,2,1,4,1,2,1,2,3,2,2,8,7,6,3,4,3,2,3,-,-,-,3114,55.1315789474,4,32,21,12,5,-,64,1,1,1,-,2,2,1,3,-,2,3,6,5,6,6,8,6,10,1,-,-,-,4067,64.0468750000,3,24,37,25,11,-
2121,"44211","1780","2","","","","СеХ™МІ","ЙFН≤Оs","Й@УаТђНБЙЇ","",269,5,12,6,9,6,12,8,12,18,13,16,21,22,32,20,19,17,9,7,5,-,-,14601,54.7788104089,23,137,109,57,21,2,130,4,7,2,5,3,6,6,8,9,7,7,9,9,18,12,4,8,1,2,3,-,-,6618,51.4076923077,13,69,48,18,6,1,139,1,5,4,4,3,6,2,4,9,6,9,12,13,14,8,15,9,8,5,2,-,-,7983,57.9316546763,10,68,61,39,15,1
2122,"44211","1790","2","","","","СеХ™МІ","ЙFН≤Оs","Й@УаТђРVУі","",43,1,1,-,1,2,-,2,1,1,2,2,6,4,2,5,4,7,2,-,-,-,-,2557,59.9651162791,2,21,20,13,2,-,20,-,-,-,-,2,-,2,-,1,-,2,2,2,2,1,2,3,1,-,-,-,-,1186,59.8000000000,-,11,9,6,1,-,23,1,1,-,1,-,-,-,1,-,2,-,4,2,-,4,2,4,1,-,-,-,-,1371,60.1086956522,2,10,11,7,1,-
